gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	26	27	28	29	30	32	35	36	37	38	39	40
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0A7B487D4	0.002038168	0.0014049551	0.000348908	0.0047242193	0.0027887393	0.0058873156	0.0145949599	0.0004868022	0.0044025711	0.0030141881	0.0013004669	0.0019952051	0.0155766623	0.0	0.0	0.0	0.0017294528	0.0199009074	0.0032572669	0.0	0.0	0.0142525015	0.0	0.0104197697	0.0	0.0	0.0378702989	0.0	0.0	0.0132181593	0.0	0.0	0.0322528632	0.140335122	0.0	0.0952489872	0.0
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0FEC87269	0.002038168	0.0014049551	0.000348908	0.0047242193	0.0027887393	0.0058873156	0.0145949599	0.0004868022	0.0044025711	0.0030141881	0.0013004669	0.0019952051	0.0155766623	0.0	0.0	0.0	0.0017294528	0.0199009074	0.0032572669	0.0	0.0	0.0142525015	0.0	0.0104197697	0.0	0.0	0.0378702989	0.0	0.0	0.0132181593	0.0	0.0	0.0322528632	0.140335122	0.0	0.0952489872	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS00A8596B5	0.1306365816	0.0835076817	0.11625573	0.1030001539	0.0068009255	0.0606822966	0.057403127	0.1088942379	0.2286470202	0.1300588761	0.1593376928	0.0809218404	0.1637881754	0.1226761369	0.0464685515	0.1189474809	0.0826669866	0.0990505345	0.0882351872	0.0646842267	0.0756930226	0.0840231351	0.0718691947	0.0727269388	0.0426293345	0.0965560362	0.065689186	0.1039266807	0.2022723825	0.1419341858	0.1425270129	0.0	0.2032309744	0.0	0.0936480538	0.1753832051	0.0
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS044DF8749	0.002038168	0.0014049551	0.000348908	0.0047242193	0.0027887393	0.0058873156	0.0145949599	0.0004868022	0.0044025711	0.0030141881	0.0013004669	0.0019952051	0.0155766623	0.0	0.0	0.0	0.0017294528	0.0199009074	0.0032572669	0.0	0.0	0.0142525015	0.0	0.0104197697	0.0	0.0	0.0378702989	0.0	0.0	0.0132181593	0.0	0.0	0.0322528632	0.140335122	0.0	0.0952489872	0.0
GALR2	O43603	False	GALR2_HUMAN		CPI-SS0F8ABC300	0.0013149377	0.0	0.0	0.0	0.0	0.0	0.0	0.0057461788	0.0	0.0	0.0039121673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0116153469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR3	O60755	False	GALR3_HUMAN		CPI-SS0E70DD97F	0.0	0.0	0.0	0.0051984888	0.0	0.0	0.0	0.0	0.0	0.0	0.0007389989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0B84DAE3D	0.1306365816	0.0835076817	0.11625573	0.1030001539	0.0068009255	0.0606822966	0.057403127	0.1088942379	0.2286470202	0.1300588761	0.1593376928	0.0809218404	0.1637881754	0.1226761369	0.0464685515	0.1189474809	0.0826669866	0.0990505345	0.0882351872	0.0646842267	0.0756930226	0.0840231351	0.0718691947	0.0727269388	0.0426293345	0.0965560362	0.065689186	0.1039266807	0.2022723825	0.1419341858	0.1425270129	0.0	0.2032309744	0.0	0.0936480538	0.1753832051	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0A8627ED6	0.1306365816	0.0835076817	0.11625573	0.1030001539	0.0068009255	0.0606822966	0.057403127	0.1088942379	0.2286470202	0.1300588761	0.1593376928	0.0809218404	0.1637881754	0.1226761369	0.0464685515	0.1189474809	0.0826669866	0.0990505345	0.0882351872	0.0646842267	0.0756930226	0.0840231351	0.0718691947	0.0727269388	0.0426293345	0.0965560362	0.065689186	0.1039266807	0.2022723825	0.1419341858	0.1425270129	0.0	0.2032309744	0.0	0.0936480538	0.1753832051	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS00561BBD7	0.1306365816	0.0835076817	0.11625573	0.1030001539	0.0068009255	0.0606822966	0.057403127	0.1088942379	0.2286470202	0.1300588761	0.1593376928	0.0809218404	0.1637881754	0.1226761369	0.0464685515	0.1189474809	0.0826669866	0.0990505345	0.0882351872	0.0646842267	0.0756930226	0.0840231351	0.0718691947	0.0727269388	0.0426293345	0.0965560362	0.065689186	0.1039266807	0.2022723825	0.1419341858	0.1425270129	0.0	0.2032309744	0.0	0.0936480538	0.1753832051	0.0
PVR	P15151	False	PVR_HUMAN		CPI-SS0F1A060D4	0.1306365816	0.0835076817	0.11625573	0.1030001539	0.0068009255	0.0606822966	0.057403127	0.1088942379	0.2286470202	0.1300588761	0.1593376928	0.0809218404	0.1637881754	0.1226761369	0.0464685515	0.1189474809	0.0826669866	0.0990505345	0.0882351872	0.0646842267	0.0756930226	0.0840231351	0.0718691947	0.0727269388	0.0426293345	0.0965560362	0.065689186	0.1039266807	0.2022723825	0.1419341858	0.1425270129	0.0	0.2032309744	0.0	0.0936480538	0.1753832051	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00550260E	0.4497625229	0.3437727529	0.4321774416	0.1638428392	0.1464820579	0.2426123554	0.2637886172	0.4681475905	0.2461874352	0.6740855599	0.5052272153	0.429252579	0.3574557937	0.3375652054	0.6282072338	0.5801700501	0.6896496708	0.6366889125	0.5099532559	0.4718456997	0.5216074406	0.5998769058	0.3546145654	0.1362109491	0.8635819213	0.1648047063	0.540123913	0.8160982042	1.2947351838	0.3900164061	0.4903896504	0.1774183306	0.1850895243	0.1458746645	0.4257960866	0.2523156115	0.3828957794
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0B990492C	5.1057230784	3.3672417956	6.4990303984	4.7330513062	15.4283461414	3.6486312855	2.8549259759	10.0363654139	14.9962214939	4.3863485203	8.0135413837	7.8194464269	5.7202481898	13.8158662857	10.5851995798	10.5796985989	9.5627152417	11.7850681239	8.3817836643	5.6624656541	6.7065607947	7.5756797351	2.8538812626	1.0552546501	10.6762553739	1.2175881232	2.9000240151	0.6679201325	4.8301617558	4.9175601088	3.4664902565	1.49403957	2.5260034188	2.1832457195	7.4024790968	0.7620666282	13.3098344211
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS0C5E9FBFB	0.2357940035	0.3805258225	0.1850332479	0.074230071	0.0353925159	0.3555885131	0.3918394826	0.1868523602	0.0575881177	0.3962517503	0.5691242299	0.0572256564	0.3207736418	0.0319582843	0.2849811996	0.3140367903	0.1893889943	0.2743221462	0.5519332216	0.1352047238	0.2025894899	0.2720648212	0.2010612786	0.2271900845	0.1470112756	0.1212861924	0.7225022525	0.8360513253	0.0909153871	0.408388477	0.1194400529	0.0	0.0177905214	0.6067642683	0.2403020645	0.1724024744	0.0
TIGIT	Q495A1	False	TIGIT_HUMAN		CPI-SS03859E16F	0.0092403243	0.0	0.0140873697	0.0	0.0021810724	0.0136348842	0.0	0.0024604939	0.0	0.0206133356	0.0138057316	0.0023259282	0.0038759267	0.0	0.0	0.0	0.0	0.0	0.0219872994	0.0	0.0	0.0105236065	0.0	0.0437755685	0.0	0.0093816377	0.0155764436	0.0	0.0	0.0	0.0053732388	0.0	0.0	0.0	0.0	0.0	0.0
NECTIN2	Q92692	False	PVRL2_HUMAN		CPI-SS02FBD007E	0.0111796271	0.0040338701	0.004242312	0.1533734912	0.0551829352	0.0282913069	0.0416738102	0.1091900385	0.208615161	0.0091979346	0.0067863412	0.0354088603	0.1314932173	0.0131296491	0.0114447521	0.0157541481	0.0934702785	0.0375928694	0.0099703313	0.0663825994	0.0122623844	0.0029763422	0.1335149389	0.1866153878	0.0064733651	0.0886143659	0.0	0.0659091566	0.0	0.0576523894	0.0	0.0	0.1293281709	0.0	0.0671225484	0.0374321538	0.0
GALR2	O43603	False	GALR2_HUMAN		CPI-SS0D03910A0	0.0013149377	0.0	0.0	0.0	0.0	0.0	0.0	0.0057461788	0.0	0.0	0.0039121673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0116153469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR3	O60755	False	GALR3_HUMAN		CPI-SS0FEAC3352	0.0	0.0	0.0	0.0051984888	0.0	0.0	0.0	0.0	0.0	0.0	0.0007389989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALR1	P47211	False	GALR1_HUMAN		CPI-SS0B0E74BC0	0.0027719366	0.004105429	0.0030546338	0.0	0.0	0.0	0.0084400147	0.0068921512	0.0	0.0	0.0516808049	0.0119838638	0.0	0.0251277348	0.0	0.03214697	0.0092003768	0.0	0.0054610339	0.0	0.0161604397	0.014669118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS09C06644C	0.4497625229	0.3437727529	0.4321774416	0.1638428392	0.1464820579	0.2426123554	0.2637886172	0.4681475905	0.2461874352	0.6740855599	0.5052272153	0.429252579	0.3574557937	0.3375652054	0.6282072338	0.5801700501	0.6896496708	0.6366889125	0.5099532559	0.4718456997	0.5216074406	0.5998769058	0.3546145654	0.1362109491	0.8635819213	0.1648047063	0.540123913	0.8160982042	1.2947351838	0.3900164061	0.4903896504	0.1774183306	0.1850895243	0.1458746645	0.4257960866	0.2523156115	0.3828957794
