id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Astrocytes|Astrocytes	Astrocytes|CA1 Neurons	Astrocytes|CA2/CA3 Neuron	Astrocytes|Cajal Retzius	Astrocytes|Choroid Plexus	Astrocytes|Dentate Gyrus	Astrocytes|Fibroblast	Astrocytes|Inhibitory Interneurons	Astrocytes|Microglia	Astrocytes|Neurons	Astrocytes|OPC	Astrocytes|Oligo	Astrocytes|Pericytes	Astrocytes|Subiculum	Astrocytes|VLMC	Astrocytes|Vascular Endothelial	CA1 Neurons|Astrocytes	CA1 Neurons|CA1 Neurons	CA1 Neurons|CA2/CA3 Neuron	CA1 Neurons|Cajal Retzius	CA1 Neurons|Choroid Plexus	CA1 Neurons|Dentate Gyrus	CA1 Neurons|Fibroblast	CA1 Neurons|Inhibitory Interneurons	CA1 Neurons|Microglia	CA1 Neurons|Neurons	CA1 Neurons|OPC	CA1 Neurons|Oligo	CA1 Neurons|Pericytes	CA1 Neurons|Subiculum	CA1 Neurons|VLMC	CA1 Neurons|Vascular Endothelial	CA2/CA3 Neuron|Astrocytes	CA2/CA3 Neuron|CA1 Neurons	CA2/CA3 Neuron|CA2/CA3 Neuron	CA2/CA3 Neuron|Cajal Retzius	CA2/CA3 Neuron|Choroid Plexus	CA2/CA3 Neuron|Dentate Gyrus	CA2/CA3 Neuron|Fibroblast	CA2/CA3 Neuron|Inhibitory Interneurons	CA2/CA3 Neuron|Microglia	CA2/CA3 Neuron|Neurons	CA2/CA3 Neuron|OPC	CA2/CA3 Neuron|Oligo	CA2/CA3 Neuron|Pericytes	CA2/CA3 Neuron|Subiculum	CA2/CA3 Neuron|VLMC	CA2/CA3 Neuron|Vascular Endothelial	Cajal Retzius|Astrocytes	Cajal Retzius|CA1 Neurons	Cajal Retzius|CA2/CA3 Neuron	Cajal Retzius|Cajal Retzius	Cajal Retzius|Choroid Plexus	Cajal Retzius|Dentate Gyrus	Cajal Retzius|Fibroblast	Cajal Retzius|Inhibitory Interneurons	Cajal Retzius|Microglia	Cajal Retzius|Neurons	Cajal Retzius|OPC	Cajal Retzius|Oligo	Cajal Retzius|Pericytes	Cajal Retzius|Subiculum	Cajal Retzius|VLMC	Cajal Retzius|Vascular Endothelial	Choroid Plexus|Astrocytes	Choroid Plexus|CA1 Neurons	Choroid Plexus|CA2/CA3 Neuron	Choroid Plexus|Cajal Retzius	Choroid Plexus|Choroid Plexus	Choroid Plexus|Dentate Gyrus	Choroid Plexus|Fibroblast	Choroid Plexus|Inhibitory Interneurons	Choroid Plexus|Microglia	Choroid Plexus|Neurons	Choroid Plexus|OPC	Choroid Plexus|Oligo	Choroid Plexus|Pericytes	Choroid Plexus|Subiculum	Choroid Plexus|VLMC	Choroid Plexus|Vascular Endothelial	Dentate Gyrus|Astrocytes	Dentate Gyrus|CA1 Neurons	Dentate Gyrus|CA2/CA3 Neuron	Dentate Gyrus|Cajal Retzius	Dentate Gyrus|Choroid Plexus	Dentate Gyrus|Dentate Gyrus	Dentate Gyrus|Fibroblast	Dentate Gyrus|Inhibitory Interneurons	Dentate Gyrus|Microglia	Dentate Gyrus|Neurons	Dentate Gyrus|OPC	Dentate Gyrus|Oligo	Dentate Gyrus|Pericytes	Dentate Gyrus|Subiculum	Dentate Gyrus|VLMC	Dentate Gyrus|Vascular Endothelial	Fibroblast|Astrocytes	Fibroblast|CA1 Neurons	Fibroblast|CA2/CA3 Neuron	Fibroblast|Cajal Retzius	Fibroblast|Choroid Plexus	Fibroblast|Dentate Gyrus	Fibroblast|Fibroblast	Fibroblast|Inhibitory Interneurons	Fibroblast|Microglia	Fibroblast|Neurons	Fibroblast|OPC	Fibroblast|Oligo	Fibroblast|Pericytes	Fibroblast|Subiculum	Fibroblast|VLMC	Fibroblast|Vascular Endothelial	Inhibitory Interneurons|Astrocytes	Inhibitory Interneurons|CA1 Neurons	Inhibitory Interneurons|CA2/CA3 Neuron	Inhibitory Interneurons|Cajal Retzius	Inhibitory Interneurons|Choroid Plexus	Inhibitory Interneurons|Dentate Gyrus	Inhibitory Interneurons|Fibroblast	Inhibitory Interneurons|Inhibitory Interneurons	Inhibitory Interneurons|Microglia	Inhibitory Interneurons|Neurons	Inhibitory Interneurons|OPC	Inhibitory Interneurons|Oligo	Inhibitory Interneurons|Pericytes	Inhibitory Interneurons|Subiculum	Inhibitory Interneurons|VLMC	Inhibitory Interneurons|Vascular Endothelial	Microglia|Astrocytes	Microglia|CA1 Neurons	Microglia|CA2/CA3 Neuron	Microglia|Cajal Retzius	Microglia|Choroid Plexus	Microglia|Dentate Gyrus	Microglia|Fibroblast	Microglia|Inhibitory Interneurons	Microglia|Microglia	Microglia|Neurons	Microglia|OPC	Microglia|Oligo	Microglia|Pericytes	Microglia|Subiculum	Microglia|VLMC	Microglia|Vascular Endothelial	Neurons|Astrocytes	Neurons|CA1 Neurons	Neurons|CA2/CA3 Neuron	Neurons|Cajal Retzius	Neurons|Choroid Plexus	Neurons|Dentate Gyrus	Neurons|Fibroblast	Neurons|Inhibitory Interneurons	Neurons|Microglia	Neurons|Neurons	Neurons|OPC	Neurons|Oligo	Neurons|Pericytes	Neurons|Subiculum	Neurons|VLMC	Neurons|Vascular Endothelial	OPC|Astrocytes	OPC|CA1 Neurons	OPC|CA2/CA3 Neuron	OPC|Cajal Retzius	OPC|Choroid Plexus	OPC|Dentate Gyrus	OPC|Fibroblast	OPC|Inhibitory Interneurons	OPC|Microglia	OPC|Neurons	OPC|OPC	OPC|Oligo	OPC|Pericytes	OPC|Subiculum	OPC|VLMC	OPC|Vascular Endothelial	Oligo|Astrocytes	Oligo|CA1 Neurons	Oligo|CA2/CA3 Neuron	Oligo|Cajal Retzius	Oligo|Choroid Plexus	Oligo|Dentate Gyrus	Oligo|Fibroblast	Oligo|Inhibitory Interneurons	Oligo|Microglia	Oligo|Neurons	Oligo|OPC	Oligo|Oligo	Oligo|Pericytes	Oligo|Subiculum	Oligo|VLMC	Oligo|Vascular Endothelial	Pericytes|Astrocytes	Pericytes|CA1 Neurons	Pericytes|CA2/CA3 Neuron	Pericytes|Cajal Retzius	Pericytes|Choroid Plexus	Pericytes|Dentate Gyrus	Pericytes|Fibroblast	Pericytes|Inhibitory Interneurons	Pericytes|Microglia	Pericytes|Neurons	Pericytes|OPC	Pericytes|Oligo	Pericytes|Pericytes	Pericytes|Subiculum	Pericytes|VLMC	Pericytes|Vascular Endothelial	Subiculum|Astrocytes	Subiculum|CA1 Neurons	Subiculum|CA2/CA3 Neuron	Subiculum|Cajal Retzius	Subiculum|Choroid Plexus	Subiculum|Dentate Gyrus	Subiculum|Fibroblast	Subiculum|Inhibitory Interneurons	Subiculum|Microglia	Subiculum|Neurons	Subiculum|OPC	Subiculum|Oligo	Subiculum|Pericytes	Subiculum|Subiculum	Subiculum|VLMC	Subiculum|Vascular Endothelial	VLMC|Astrocytes	VLMC|CA1 Neurons	VLMC|CA2/CA3 Neuron	VLMC|Cajal Retzius	VLMC|Choroid Plexus	VLMC|Dentate Gyrus	VLMC|Fibroblast	VLMC|Inhibitory Interneurons	VLMC|Microglia	VLMC|Neurons	VLMC|OPC	VLMC|Oligo	VLMC|Pericytes	VLMC|Subiculum	VLMC|VLMC	VLMC|Vascular Endothelial	Vascular Endothelial|Astrocytes	Vascular Endothelial|CA1 Neurons	Vascular Endothelial|CA2/CA3 Neuron	Vascular Endothelial|Cajal Retzius	Vascular Endothelial|Choroid Plexus	Vascular Endothelial|Dentate Gyrus	Vascular Endothelial|Fibroblast	Vascular Endothelial|Inhibitory Interneurons	Vascular Endothelial|Microglia	Vascular Endothelial|Neurons	Vascular Endothelial|OPC	Vascular Endothelial|Oligo	Vascular Endothelial|Pericytes	Vascular Endothelial|Subiculum	Vascular Endothelial|VLMC	Vascular Endothelial|Vascular Endothelial
CPI-SS0E0DEA7D5	PECAM1_CD38	simple:P16284	simple:P28907	ENSG00000261371	ENSG00000004468	False	True	True	curated	False	0.004																																																																																																																																																																																																																																																	2.9049131252															
CPI-SS07A9A501C	FGFR3_FGF9	simple:P22607	simple:P31371	ENSG00000068078	ENSG00000102678	True	True	False	I2D,InnateDB-All	False	0.004								1.7567600044																																																																																																																																																																																																																																																								
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	ENSG00000019991	ENSG00000026508	True	False	True	IMEx,InnateDB-All,IntAct	False	0.004																																										0.3104134878																																																																																																																																																																																																																						
CPI-SS02AB0C3E0	SPP1_CD44	simple:P10451	simple:P16070	ENSG00000118785	ENSG00000026508	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.004																																																																																																																																																																																																																																										2.1323365452																						
CPI-SS076D8A297	FGF5_FGFR3	simple:P12034	simple:P22607	ENSG00000138675	ENSG00000068078	True	False	True	I2D	False	0.004																																	1.666334933																																																																																																																																																																																																																															
CPI-SS0C1BD22BC	SPP1_PTGER4	simple:P10451	simple:P35408	ENSG00000118785	ENSG00000171522	True	False	True	IMEx,MINT	False	0.004																																																																																																																																																																																																																																			2.0183755201																													
CPI-SS0B01CF3AB	CSF1R_CSF1	simple:P07333	simple:P09603	ENSG00000182578	ENSG00000184371	True	True	False	curated	False	0.004																																																																																																																																												3.3079463514																																																																																																																				
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ENSG00000149564	ENSG00000149564	False	False	False	curated	False	0.004																																																																																																																																																																																																																																																																3.8159004844
CPI-SS0F9BBC31B	VIP_DPP4	simple:P01282	simple:P27487	ENSG00000146469	ENSG00000197635	True	False	True	InnateDB-All,MINT	False	0.004																																																																																																																															1.1298947298																																																																																																																																	
CPI-SS0E7CBFD03	WNT5A_ROR2	simple:P41221	simple:Q01974	ENSG00000114251	ENSG00000169071	True	False	True	I2D	False	0.004																																																																																																							2.0031726048																																																																																																																																																									
CPI-SS0F972435E	FLT4_VEGFC	simple:P35916	simple:P49767	ENSG00000037280	ENSG00000150630	True	True	False	curated	False	0.004																																																																																																																																																																																																																																																															0.8513000427	
CPI-SS0273C9AED	KDR_VEGFC	simple:P35968	simple:P49767	ENSG00000128052	ENSG00000150630	True	True	False	curated	False	0.004																																																																																																																																																																																																																																																															1.297034735	
CPI-SC0035F0B0F	COL19A1_a11b1 complex	simple:Q14993	complex:a11b1 complex	ENSG00000082293		True	False	False	curated	True	0.008																																																																																																																		2.6866101332	2.6807549033																																																																																																																																													
CPI-SS086615F9B	CSF1_CELSR3	simple:P09603	simple:Q9NYQ7	ENSG00000184371	ENSG00000008300	True	False	True	I2D	False	0.008																																																																																																																																																																																		0.6421005534	0.6519410033																																																																													
CPI-SS01C2BA5C8	WNT5A_FZD2	simple:P41221	simple:Q14332	ENSG00000114251	ENSG00000180340	True	False	True	curated	False	0.008																																																																																																							1.1287750434								1.2443165699																																																																																																																																																	
CPI-SC0A54B5323	COL6A2_a11b1 complex	simple:P12110	complex:a11b1 complex	ENSG00000142173		True	False	False	curated	True	0.008																																																																																																																																																																																																																																		0.5467951189	0.540939889																													
CPI-SC0B066E03C	COL4A6_a11b1 complex	simple:Q14031	complex:a11b1 complex	ENSG00000197565		True	False	False	curated	True	0.008																																																																																																		2.4608805286	2.4550252987																																																																																																																																																													
CPI-CS077F1340A	FLT1 complex_VEGFB	complex:FLT1 complex	simple:P49765		ENSG00000173511	True	True	False	curated	False	0.008																																																																																																																																																																																																																																																					1.0671606109			0.986323832								
CPI-SC03ADD2063	COL18A1_a11b1 complex	simple:P39060	complex:a11b1 complex	ENSG00000182871		True	False	False	curated	True	0.008																																																																																																		0.4324088485	0.4265536186																																																																																																																																																													
CPI-SS02C29C238	FGFR3_NECTIN1	simple:P22607	simple:Q15223	ENSG00000068078	ENSG00000110400	True	True	True	InnateDB-All	False	0.008			1.7544446805	1.9688453213																																																																																																																																																																																																																																																												
CPI-CS0107C51C6	BMPR1B_BMPR2_BMP4	complex:BMPR1B_BMPR2	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.008															4.4046324571																																																																1.5068460105																																																																																																																																																																																	
CPI-SC0A8902C85	COL3A1_a11b1 complex	simple:P02461	complex:a11b1 complex	ENSG00000168542		True	False	False	curated	True	0.008																																																																																																		0.4996581208	0.4938028908																																																																																																																																																													
CPI-SS0D0252D87	AXL_IL15RA	simple:P30530	simple:Q13261	ENSG00000167601	ENSG00000134470	True	True	True	I2D	False	0.008																																																																																																	0.6360835374												1.3496425593																																																																																																																																																			
CPI-SC05F111D21	COL27A1_a11b1 complex	simple:Q8IZC6	complex:a11b1 complex	ENSG00000196739		True	False	False	curated	True	0.008																																																																																																																																		0.9682965087	0.9624412787																																																																																																																													
CPI-SS0C4D54E39	NOTCH3_JAG2	simple:Q9UM47	simple:Q9Y219	ENSG00000074181	ENSG00000184916	False	True	False	curated	False	0.008																																																																																																																																																																																																		3.964874476														4.6295660379																																																
CPI-SC0D2BDC009	COL13A1_a11b1 complex	simple:Q5TAT6	complex:a11b1 complex	ENSG00000197467		False	False	False	curated	True	0.008																																																																																																		0.6682646554	0.6624094255																																																																																																																																																													
CPI-CS02957B1BF	BMR1B_AVR2A_BMP4	complex:BMR1B_AVR2A	simple:P12644		ENSG00000125378	True	True	False	curated	False	0.008															4.4046324571																																																																1.5068460105																																																																																																																																																																																	
CPI-SC08BF895FC	COL13A1_a1b1 complex	simple:Q5TAT6	complex:a1b1 complex	ENSG00000197467		False	False	False	curated	True	0.012																																																																																																							1.0094877754						3.8169175746			1.704818825																																																																																																																																																
CPI-SC0EA3FC100	COL18A1_a1b1 complex	simple:P39060	complex:a1b1 complex	ENSG00000182871		True	False	False	curated	True	0.012																																																																																																							0.7736319684						3.5810617677			1.4689630181																																																																																																																																																
CPI-SC0EAF80261	SEMA7A_a1b1 complex	simple:O75326	complex:a1b1 complex	ENSG00000138623		False	False	False	curated	True	0.012																																																																																																																																																																																																																																																							1.2180892538						4.025519053			1.9134203034
CPI-SC0F4BC2909	COL6A2_a1b1 complex	simple:P12110	complex:a1b1 complex	ENSG00000142173		True	False	False	curated	True	0.012																																																																																																																																																																																																																																							0.8880182388						3.6954480381			1.5833492885																
CPI-SS0DBA4D668	DPP4_CXCL12	simple:P27487	simple:P48061	ENSG00000197635	ENSG00000107562	True	True	False	curated	False	0.012																																																																																																																																																																																																																																				1.0743946646			1.6234064392									5.592867453																
CPI-SS0C8A09915	VIP_VIPR1	simple:P01282	simple:P32241	ENSG00000146469	ENSG00000114812	True	False	True	guidetopharmacology.org	False	0.012																																																																																																																		0.5444764161	0.5100205834							0.582395738																																																																																																																																						
CPI-SS0893BD6B6	IL16_GRIN2C	simple:Q14005	simple:Q14957	ENSG00000172349	ENSG00000161509	True	False	True	I2D	False	0.012																																	1.7474859511																																																1.5862851736																																																																1.3923260794																																																																																																															
CPI-SS0B42AD9EF	NOTCH1_WNT4	simple:P46531	simple:P56705	ENSG00000148400	ENSG00000162552	True	True	False	I2D	False	0.012							1.3198190432																																																																																																																																																																																																1.9434282084																																																1.5567259397									
CPI-SS02FEAF02E	FGF5_FGFR2	simple:P12034	simple:P21802	ENSG00000138675	ENSG00000066468	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.012																																	7.5535974806				5.6153037636							9.1251397087																																																																																																																																																																																																																				
CPI-SC0D7F33CFB	COL27A1_a1b1 complex	simple:Q8IZC6	complex:a1b1 complex	ENSG00000196739		True	False	False	curated	True	0.012																																																																																																																																							1.3095196286						4.1169494278			2.0048506782																																																																																																																
CPI-SS0A915097A	GRIN2D_IL16	simple:O15399	simple:Q14005	ENSG00000105464	ENSG00000172349	True	True	False	I2D	False	0.012																																																																																																																			0.7168374922			0.5556367147				0.3616776206																																																																																																																																						
